code,name
47.78.5,Деятельность коммерческих художественных галерей; торговля розничная произведениями искусства в коммерческих художественных галереях
47.78.6,Торговля розничная бытовым жидким котельным топливом; газом в баллонах; углем; древесным топливом; топливным торфом в специализированных магазинах
01.49.9,Разведение прочих животных; не включенных в другие группировки
47.78.7,Торговля розничная оружием и боеприпасами в специализированных магазинах
47.78.8,Торговля розничная филателистическими и нумизматическими товарами в специализированных магазинах
62.02.1,Деятельность по планированию; проектированию компьютерных систем
47.78.9,Торговля розничная непродовольственными товарами; не включенными в другие группировки; в специализированных магазинах
62.02.2,Деятельность по обследованию и экспертизе компьютерных систем
62.02.4,Деятельность по подготовке компьютерных систем к эксплуатации
25.99.3,Изготовление готовых металлических изделий хозяйственного назначения по индивидуальному заказу населения
01.49.1,Пчеловодство
62.02.9,Деятельность консультативная в области компьютерных технологий прочая
01.49.2,Разведение кроликов и прочих пушных зверей на фермах
42.22.2,Строительство местных линий электропередачи и связи
42.22.3,Строительство электростанций
42.22.1,Строительство междугородних линий электропередачи и связи
95.22.1,Ремонт бытовой техники
35.14,Торговля электроэнергией
35.13,Распределение электроэнергии
35.12,Передача электроэнергии и технологическое присоединение к распределительным электросетям
35.11,Производство электроэнергии
23.20,Производство огнеупорных изделий
01.49.22,Разведение прочих пушных зверей на фермах
80.20,Деятельность систем обеспечения безопасности
23.19.7,Производство электрических изоляторов из стекла
23.19.5,Производство посуды для лабораторных; фармацевтических и гигиенических целей из стекла; производство ампул и прочих изделий из медицинского стекла
23.19.6,Производство стеклянных деталей электрических ламп и осветительной арматуры; световых указателей; световых табло и аналогичных изделий
23.19.2,Производство блоков для мощения; стеклоблоков; плит и прочих изделий из прессованного или отформованного стекла; используемых в строительстве; производство стекла для витражей; производство многоячеистого стекла или пеностекла в блоках; плитах и аналогичных формах
10.41.5,Производство рафинированных растительных масел и их фракций
10.41.2,Производство нерафинированных растительных масел и их фракций
23.31,Производство керамических плит и плиток
23.32,Производство кирпича; черепицы и прочих строительных изделий из обожженной глины
74.90.21,Деятельность; направленная на установление рыночной или иной стоимости отдельных материальных объектов (вещей)
74.90.23,Деятельность; направленная на установление рыночной или иной стоимости права собственности или иных вещных прав на имущество или отдельные вещи из состава имущества
74.90.22,Деятельность; направленная на установление рыночной или иной стоимости совокупности вещей; составляющих имущество лица; в том числе имущество определенного вида (движимое или недвижимое; в том числе предприятия)
80.10,Деятельность частных охранных служб
24.10.5,Производство листового холоднокатаного стального проката; плакированного; с гальваническим или иным покрытием
24.10.6,Производство сортового горячекатаного проката и катанки
24.10.3,Производство листового горячекатаного стального проката
24.10.4,Производство листового холоднокатаного стального проката
24.10.9,Производство прочего проката из черных металлов; не включенного в другие группировки
28.13,Производство прочих насосов и компрессоров
28.14,Производство арматуры трубопроводной
28.11,Производство двигателей и турбин; кроме авиационных; автомобильных и мотоциклетных двигателей
28.12,Производство гидравлического и пневматического силового оборудования
22.2,Производство изделий из пластмасс
22.1,Производство резиновых изделий
28.15,Производство подшипников; зубчатых передач; элементов механических передач и приводов
32.12.7,Обработка янтаря и производство изделий из янтаря
32.12.6,Изготовление ювелирных изделий и аналогичных изделий по индивидуальному заказу населения
32.12.5,Производство ювелирных изделий; медалей из драгоценных металлов и драгоценных камней
32.12.4,Обработка драгоценных; полудрагоценных; поделочных и синтетических камней; кроме алмазов и янтаря; производство изделий из полудрагоценных; поделочных и синтетических камней; кроме янтаря
32.12.3,Обработка алмазов
32.12.1,Производство изделий технического назначения из драгоценных металлов
24.10.2,Производство стали в слитках
85.42,Образование профессиональное дополнительное
85.41,Образование дополнительное детей и взрослых
63.99.12,Деятельность по оказанию услуг службами информационного поиска по договору или на платной основе
61.90,Деятельность в области телекоммуникаций прочая
14.13.21,Производство верхней одежды из текстильных материалов; кроме трикотажных или вязаных; для мужчин или мальчиков
47.91.2,Торговля розничная; осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет
14.13.22,Производство верхней одежды из текстильных материалов; кроме трикотажных или вязаных; для женщин или девочек
47.91.1,Торговля розничная по почте
47.91.3,Торговля розничная через Интернет-аукционы
46.71.51,Торговля оптовая сжиженными углеводородными газами по регулируемым государством ценам (тарифам)
46.71.52,Торговля оптовая сжиженными углеводородными газами по не регулируемым государством ценам (тарифам)
28.24,Производство ручных инструментов с механизированным приводом
28.25,Производство промышленного холодильного и вентиляционного оборудования
28.22,Производство подъемно-транспортного оборудования
28.23,Производство офисной техники и оборудования (кроме компьютеров и периферийного оборудования)
28.29,Производство прочих машин и оборудования общего назначения; не включенного в другие группировки
45.31.2,Деятельность агентов по оптовой торговле автомобильными деталями; узлами и принадлежностями
45.31.1,Торговля оптовая автомобильными деталями; узлами и принадлежностями; кроме деятельности агентов
79.1,Деятельность туристических агентств и туроператоров
28.21,Производство печей; термокамер и печных горелок
16.10,Распиловка и строгание древесины
46.38.22,Торговля оптовая кормами для домашних животных
46.38.21,Торговля оптовая гомогенизированными пищевыми продуктами; детским и диетическим питанием
46.38.24,Торговля оптовая крупами
46.38.23,Торговля оптовая мукой и макаронными изделиями
53.20.21,Деятельность федеральной фельдъегерской связи
35.23.21,Торговля сжиженными углеводородными газами; подаваемыми по распределительным сетям по регулируемым государством ценам (тарифам)
27.90.9,Производство электрического оборудования прочего; не включенного в другие группировки
16.24,Производство деревянной тары
50.30.1,Перевозка пассажиров по внутренним водным путям
16.23,Производство прочих деревянных строительных конструкций и столярных изделий
49.41.1,Перевозка грузов специализированными автотранспортными средствами
49.41.2,Перевозка грузов неспециализированными автотранспортными средствами
16.22,Производство сборных паркетных покрытий
16.21,Производство шпона; фанеры; деревянных плит и панелей
49.41.3,Аренда грузового автомобильного транспорта с водителем
53.20.31,Деятельность по курьерской доставке различными видами транспорта
53.10,Деятельность почтовой связи общего пользования
53.20.22,Деятельность фельдъегерско-почтовой связи
53.20.29,Деятельность почтовой связи прочая; не включенная в другие группировки
16.29,Производство прочих деревянных изделий; производство изделий из пробки; соломки и материалов для плетения
01.47.12,Разведение племенной сельскохозяйственной птицы
68.31.31,Предоставление консультационных услуг при купле-продаже жилого недвижимого имущества за вознаграждение или на договорной основе
46.75.2,Торговля оптовая промышленными химикатами
16.10.9,Предоставление услуг по пропитке древесины
46.75.1,Торговля оптовая удобрениями и агрохимическими продуктами
53.20,Деятельность почтовой связи прочая и курьерская деятельность
16.10.2,Производство пиломатериалов; профилированных по кромке; производство древесного полотна; древесной муки; производство технологической щепы или стружки
66.1,Деятельность вспомогательная в сфере финансовых услуг; кроме страхования и пенсионного обеспечения
16.10.3,Производство древесины; пропитанной или обработанной защитными или другими веществами
16.10.1,Производство пиломатериалов; кроме профилированных; толщиной более 6 мм; производство непропитанных железнодорожных и трамвайных шпал из древесины
27.11.1,Производство электродвигателей; генераторов и трансформаторов; кроме ремонта
66.2,Деятельность вспомогательная в сфере страхования и пенсионного обеспечения
65.12,Страхование; кроме страхования жизни
68.31.42,Предоставление консультационных услуг по аренде нежилого недвижимого имущества за вознаграждение или на договорной основе
71.20.3,Испытания и анализ физико-механических свойств материалов и веществ
71.20.2,Судебно-экспертная деятельность
71.20.1,Испытания и анализ состава и чистоты материалов и веществ: анализ химических и биологических свойств материалов и веществ; испытания и анализ в области гигиены питания; включая ветеринарный контроль и контроль за производством продуктов питания
01.19.9,Выращивание прочих однолетних культур; не включенных в другие группировки
71.20.7,Деятельность по оценке условий труда
71.20.6,Экспертиза проектной документации и результатов инженерных изысканий
71.20.5,Технический осмотр автотранспортных средств
71.20.4,Испытания; исследования и анализ целостных механических и электрических систем; энергетическое обследование
71.20.9,Деятельность по техническому контролю; испытаниям и анализу прочая
71.20.8,Сертификация продукции; услуг и организаций
10.61.3,Производство крупы и гранул из зерновых культур
10.61.2,Производство муки из зерновых культур
31.0,Производство мебели
35.23.11,Торговля природным; сухим (отбензиненным) газом; подаваемым по распределительным сетям по регулируемым государством ценам (тарифам)
65.11,Страхование жизни
68.31.12,Предоставление посреднических услуг при купле-продаже нежилого недвижимого имущества за вознаграждение или на договорной основе
68.31.11,Предоставление посреднических услуг при купле-продаже жилого недвижимого имущества за вознаграждение или на договорной основе
66.19.61,Деятельность операторов по приему платежей физических лиц
36.00.1,Забор и очистка воды для питьевых и промышленных нужд
36.00.2,Распределение воды для питьевых и промышленных нужд
77.11,Аренда и лизинг легковых автомобилей и легких автотранспортных средств
77.12,Аренда и лизинг грузовых транспортных средств
66.19.62,Деятельность платежных субагентов по приему платежей физических лиц
65.12.1,Страхование медицинское
65.12.2,Страхование имущества
65.12.3,Страхование гражданской ответственности
65.12.9,Прочие виды страхования; не включенные в другие группировки
01.19.2,Цветоводство
01.19.1,Выращивание однолетних кормовых культур
46.62.1,Торговля оптовая деревообрабатывающими станками
68.31.22,Предоставление посреднических услуг по аренде нежилого недвижимого имущества за вознаграждение или на договорной основе
46.62.3,Торговля оптовая станками для обработки прочих материалов
46.62.2,Торговля оптовая металлообрабатывающими станками
47.25.2,Торговля розничная безалкогольными напитками в специализированных магазинах
47.25.1,Торговля розничная алкогольными напитками; включая пиво; в специализированных магазинах
02.30.11,Сбор и заготовка дикорастущих грибов
02.30.12,Сбор и заготовка дикорастущих плодов; ягод
53.1,Деятельность почтовой связи общего пользования
65.30,Деятельность негосударственных пенсионных фондов
46.31.1,Торговля оптовая свежими овощами; фруктами и орехами
46.31.2,Торговля оптовая консервированными овощами; фруктами и орехами
28.99,Производство прочих машин и оборудования специального назначения; не включенных в другие группировки
02.10.11,Выращивание посадочного материала лесных растений (саженцев; сеянцев)
28.93,Производство машин и оборудования для производства пищевых продуктов; напитков и табачных изделий
61.20.1,Деятельность по предоставлению услуг подвижной связи для целей передачи голоса
28.94,Производство машин и оборудования для изготовления текстильных; швейных; меховых и кожаных изделий
61.20.4,Деятельность по предоставлению услуг связи для целей открытого эфирного вещания
28.91,Производство машин и оборудования для металлургии
28.92,Производство машин и оборудования для добычи полезных ископаемых и строительства
28.96,Производство машин и оборудования для переработки пластмасс и резины
56.10.1,Деятельность ресторанов и кафе с полным ресторанным обслуживанием; кафетериев; ресторанов быстрого питания и самообслуживания
46.34.23,Торговля оптовая пивом
46.34.21,Торговля оптовая алкогольными напитками; кроме пива и пищевого этилового спирта
75.0,Деятельность ветеринарная
61.10,Деятельность в области связи на базе проводных технологий
56.10.2,Деятельность по приготовлению и/или продаже пищи; готовой к непосредственному употреблению на месте; с транспортных средств или передвижных лавок
10.13.9,Предоставление услуг по тепловой обработке и прочим способам переработки мясных продуктов
10.13.2,Производство колбасных изделий
10.13.1,Производство соленого; вареного; запеченого; копченого; вяленого и прочего мяса
10.13.4,Производство мясных (мясосодержащих) полуфабрикатов
10.13.3,Производство мясных (мясосодержащих) консервов
61.20,Деятельность в области связи на базе беспроводных технологий
62.0,Разработка компьютерного программного обеспечения; консультационные услуги в данной области и другие сопутствующие услуги
73.11,Деятельность рекламных агентств
73.12,Представление в средствах массовой информации
08.11,Добыча декоративного и строительного камня; известняка; гипса; мела и сланцев
08.12,Разработка гравийных и песчаных карьеров; добыча глины и каолина
61.30,Деятельность в области спутниковой связи
10.39.1,Переработка и консервирование овощей (кроме картофеля) и грибов
10.39.2,Переработка и консервирование фруктов и орехов
73.20,Исследование конъюнктуры рынка и изучение общественного мнения
95.29.1,Ремонт одежды и текстильных изделий
28.22.9,Производство прочего грузоподъемного; транспортирующего и погрузочно-разгрузочного оборудования
28.22.6,Производство лифтов; скриповых подъемников; эскалаторов и движущихся пешеходных дорожек
28.22.7,Производство пневматических подъемников и конвейеров и прочего оборудования непрерывного действия для товаров или материалов
85.14,Образование среднее общее
09.1,Предоставление услуг в области добычи нефти и природного газа
85.11,Образование дошкольное
85.13,Образование основное общее
85.12,Образование начальное общее
01.41.1,Разведение молочного крупного рогатого скота
46.44.1,Торговля оптовая изделиями из керамики и стекла
84.1,Деятельность органов государственного управления и местного самоуправления по вопросам общего и социально-экономического характера
22.29.9,Предоставление услуг в области производства прочих пластмассовых изделий
95.29.9,Ремонт прочих бытовых изделий и предметов личного пользования
46.44.2,Торговля оптовая чистящими средствами
41.20,Строительство жилых и нежилых зданий
49.50.3,Сухопутная конвейерная транспортировка угля
03.22.3,Рыбоводство прудовое
49.50.2,Транспортирование по трубопроводам газа и продуктов его переработки
41.10,Разработка строительных проектов
85.30,Обучение профессиональное
03.22.5,Воспроизводство пресноводных биоресурсов искусственное
71.11.1,Деятельность в области архитектуры; связанная с созданием архитектурного объекта
03.22.9,Деятельность по пресноводному рыбоводству прочая
71.11.2,Деятельность по территориальному планированию и планировке территории
49.50.1,Транспортирование по трубопроводам нефти и нефтепродуктов
22.29.2,Производство прочих изделий из пластмасс; не включенных в другие группировки; кроме устройств пломбировочных из пластика
51.10.1,Перевозка воздушным пассажирским транспортом; подчиняющимся расписанию
51.10.2,Перевозка воздушным пассажирским транспортом; не подчиняющимся расписанию
07.29.41,Добыча руд и песков драгоценных металлов (золота; серебра и металлов платиновой группы)
07.29.42,Добыча и обогащение руд редких металлов (циркония; тантала; ниобия и т. п.)
84.2,Предоставление государственных услуг обществу
03.22.2,Рыбоводство пресноводное пастбищное
28.30,Производство машин и оборудования для сельского и лесного хозяйства
03.22.1,Рыбоводство пресноводное индустриальное
21.20.1,Производство лекарственных препаратов
21.20.2,Производство материалов; применяемых в медицинских целях
47.29.3,Торговля розничная прочими пищевыми продуктами в специализированных магазинах
47.29.1,Торговля розничная молочными продуктами и яйцами в специализированных магазинах
97.00,Деятельность домашних хозяйств с наемными работниками
64.99.7,Деятельность специализированного депозитария инвестиционных фондов; паевых инвестиционных фондов; негосударственных пенсионных фондов
28.49,Производство прочих станков
64.99.6,Деятельность по финансовой взаимопомощи
64.99.4,Заключение свопов; опционов и других срочных сделок
64.99.3,Капиталовложения в уставные капиталы; венчурное инвестирование; в том числе посредством инвестиционных компаний
64.99.2,Деятельность дилерская
85.22,Образование высшее
64.99.1,Вложения в ценные бумаги
85.21,Образование профессиональное среднее
85.23,Подготовка кадров высшей квалификации
28.41,Производство металлообрабатывающего оборудования
35.30.3,Распределение пара и горячей воды (тепловой энергии)
35.30.4,Обеспечение работоспособности котельных
35.30.1,Производство пара и горячей воды (тепловой энергии)
35.30.2,Передача пара и горячей воды (тепловой энергии)
71.1,Деятельность в области архитектуры; инженерных изысканий и предоставление технических консультаций в этих областях
71.2,Технические испытания; исследования; анализ и сертификация
58.13.1,Издание газет в печатном виде
47.25.11,Торговля розничная алкогольными напитками; кроме пива; в специализированных магазинах
47.25.12,Торговля розничная пивом в специализированных магазинах
68.32,Управление недвижимым имуществом за вознаграждение или на договорной основе
81.10,Деятельность по комплексному обслуживанию помещений
68.31,Деятельность агентств недвижимости за вознаграждение или на договорной основе
35.30.5,Обеспечение работоспособности тепловых сетей
84.11.4,Управление финансовой деятельностью и деятельностью в сфере налогообложения
84.11.5,Управление деятельностью в области прогнозирования и планирования
84.11.6,Управление деятельностью в области фундаментальных исследований
84.11.7,Управление деятельностью в области статистики
84.11.8,Управление имуществом; находящимся в государственной собственности
52.21.29,Деятельность вспомогательная прочая; связанная с автомобильным транспортом
52.21.24,Деятельность стоянок для транспортных средств
84.11.1,Деятельность федеральных органов государственной власти по управлению вопросами общего характера; кроме судебной власти
84.11.2,Деятельность органов государственной власти по управлению вопросами общего характера; кроме судебной власти; субъектов Российской Федерации
47.99.2,Деятельность по осуществлению торговли через автоматы
84.11.3,Деятельность органов местного самоуправления по управлению вопросами общего характера
18.2,Копирование записанных носителей информации
18.1,Деятельность полиграфическая и предоставление услуг в этой области
93.2,Деятельность в области отдыха и развлечений
93.19,Деятельность в области спорта прочая
93.1,Деятельность в области спорта
52.21.19,Деятельность вспомогательная прочая; связанная с железнодорожным транспортом
52.21.13,Деятельность железнодорожной инфраструктуры
93.13,Деятельность фитнес-центров
93.12,Деятельность спортивных клубов
93.11,Деятельность спортивных объектов
02.30.2,Сбор и заготовка недревесных лесных ресурсов
52.21.21,Деятельность автовокзалов и автостанций
52.21.22,Деятельность по эксплуатации автомобильных дорог и автомагистралей
52.21.23,Деятельность по эксплуатации мостов и тоннелей
81.30,Деятельность по благоустройству ландшафта
32.50,Производство медицинских инструментов и оборудования
47.77.1,Торговля розничная часами в специализированных магазинах
47.77.2,Торговля розничная ювелирными изделиями в специализированных магазинах
81.29,Деятельность по чистке и уборке прочая
07.29.5,Добыча и обогащение свинцово-цинковой руды
07.29.4,Добыча руд и песков драгоценных металлов и руд редких металлов
52.21.11,Предоставление железнодорожных маневровых или буксировочных услуг
07.29.1,Добыча и обогащение медной руды
07.29.3,Добыча и обогащение алюминийсодержащего сырья (бокситов и нефелин-апатитовых руд)
81.21,Деятельность по общей уборке зданий
81.22,Деятельность по чистке и уборке жилых зданий и нежилых помещений прочая
62.03.1,Деятельность по управлению компьютерными системами
46.45.1,Торговля оптовая парфюмерными и косметическими товарами; кроме мыла
46.45.2,Торговля оптовая туалетным и хозяйственным мылом
07.29.8,Добыча и обогащение вольфраммолибденовой руды
20.59,Производство прочих химических продуктов; не включенных в другие группировки
32.40,Производство игр и игрушек
46.14.9,Деятельность агентов по оптовой торговле прочими видами машин и промышленным оборудованием
20.53,Производство эфирных масел
20.52,Производство клеев
46.14.2,Деятельность агентов по оптовой торговле судами; летательными аппаратами и прочими транспортными средствами; не включенными в другие группировки
46.14.1,Деятельность агентов по оптовой торговле вычислительной техникой; телекоммуникационным оборудованием и прочим офисным оборудованием
20.51,Производство взрывчатых веществ
05.1,Добыча и обогащение угля и антрацита
93.29,Деятельность зрелищно-развлекательная прочая
80.1,Деятельность частных охранных служб
93.21,Деятельность парков культуры и отдыха и тематических парков
32.30,Производство спортивных товаров
20.60,Производство химических волокон
27.9,Производство прочего электрического оборудования
32.20,Производство музыкальных инструментов
47.64.1,Торговля розничная спортивным оборудованием и спортивными товарами в специализированных магазинах
47.64.4,Торговля розничная лодками в специализированных магазинах
47.51.2,Торговля розничная галантерейными изделиями в специализированных магазинах
01.11.3,Выращивание семян масличных культур
47.51.1,Торговля розничная текстильными изделиями в специализированных магазинах
01.11.1,Выращивание зерновых культур
46.36.2,Торговля оптовая шоколадом и сахаристыми кондитерскими изделиями
20.30,Производство красок; лаков и аналогичных материалов для нанесения покрытий; полиграфических красок и мастик
46.36.1,Торговля оптовая сахаром
27.5,Производство бытовых приборов
46.36.4,Торговля оптовая хлебобулочными изделиями
27.4,Производство электрических ламп и осветительного оборудования
46.36.3,Торговля оптовая мучными кондитерскими изделиями
27.3,Производство кабелей и кабельной арматуры
27.2,Производство электрических аккумуляторов и аккумуляторных батарей
27.1,Производство электродвигателей; генераторов; трансформаторов и распределительных устройств; а также контрольно-измерительной аппаратуры
46.42.11,Торговля оптовая одеждой; включая спортивную; кроме нательного белья
46.42.12,Торговля оптовая нательным бельем
46.42.13,Торговля оптовая изделиями из меха
46.42.14,Торговля оптовая аксессуарами одежды и головными уборами; кроме меховых
32.11,Чеканка монет
42.91.1,Строительство портовых сооружений
42.91.2,Строительство гидротехнических сооружений
42.91.5,Производство подводных работ; включая водолазные
32.12,Производство ювелирных изделий и аналогичных изделий
42.91.4,Производство дноочистительных; дноуглубительных и берегоукрепительных работ
32.13,Производство бижутерии и подобных товаров
20.42,Производство парфюмерных и косметических средств
06.10.1,Добыча нефти
20.41,Производство мыла и моющих; чистящих и полирующих средств
46.17.21,Деятельность агентов по оптовой торговле безалкогольными напитками
46.17.23,Деятельность агентов по оптовой торговле пивом
25.21.1,Производство радиаторов
25.21.2,Производство котлов центрального отопления
24.51,Литье чугуна
49.1,Деятельность железнодорожного транспорта: междугородные и международные пассажирские перевозки
24.52,Литье стали
49.3,Деятельность прочего сухопутного пассажирского транспорта
24.53,Литье легких металлов
49.4,Деятельность автомобильного грузового транспорта и услуги по перевозкам
24.54,Литье прочих цветных металлов
49.5,Деятельность трубопроводного транспорта
49.50.11,Транспортирование по трубопроводам нефти
49.50.12,Транспортирование по трубопроводам нефтепродуктов
47.24.1,Торговля розничная хлебом и хлебобулочными изделиями в специализированных магазинах
47.24.2,Торговля розничная кондитерскими изделиями в специализированных магазинах
16.23.2,Производство сборных деревянных строений
16.23.1,Производство деревянных строительных конструкций и столярных изделий
14.3,Производство вязаных и трикотажных изделий одежды
68.31.52,Предоставление посреднических услуг при оценке нежилого недвижимого имущества за вознаграждение или на договорной основе
64.99,Предоставление прочих финансовых услуг; кроме услуг по страхованию и пенсионному обеспечению; не включенных в другие группировки
68.31.51,Предоставление посреднических услуг при оценке жилого недвижимого имущества за вознаграждение или на договорной основе
